Dataset	Random-mean	P-value
595	0.10206582	2.0742045562565223e-08
596	0.10505898	5.105573238937222e-07
597	0.10387386	1.4901398210916468e-07
598	0.10122096	7.945161746062675e-09
599	0.10403598	1.7686171804630575e-07
600	0.10468042	3.463427861483761e-07
601	0.10379624999999999	1.3723589087517437e-07
602	0.10464738999999999	3.347329172802233e-07
603	0.10370301	1.2427608935866668e-07
604	0.10303167	6.03077271716588e-08
605	0.10282959	4.836565142338994e-08
606	0.10253728	3.5062017724046e-08
607	0.10367341	1.2041598895070898e-07
608	0.10452433	2.947030520199026e-07
609	0.10336434	8.646040024354421e-08
610	0.10557673	8.610854744646177e-07
611	0.10248047	3.292603042837552e-08
612	0.10330367	8.09858189594527e-08
613	0.10310771	6.550545861946305e-08
614	0.10283952	4.889455470815197e-08
615	0.10176929	1.4851709398897098e-08
616	0.1028025	4.6950860506185384e-08
617	0.10388637	1.510019813007858e-07
618	0.10389866	1.5298004022437447e-07
619	0.10379682999999999	1.3732046932267153e-07
620	0.10423414	2.1779426199598832e-07
621	0.10124609	8.178055222442634e-09
622	0.10281004	4.7340551580024187e-08
623	0.102383	2.9552426621971842e-08
624	0.10265832	4.007170445714653e-08
625	0.10447696	2.805638563519413e-07
626	0.10398486	1.6757693561401283e-07
627	0.10289047999999999	5.169848924870874e-08
628	0.10249729	3.354489701683518e-08
629	0.10452905	2.961490966430182e-07
630	0.10337542	8.749826451280048e-08
631	0.10274186	4.392810376678998e-08
632	0.10305786	6.205103875686226e-08
633	0.10279992	4.681823498013882e-08
634	0.10409789	1.8877487898550092e-07
635	0.10353299	1.0363294005287464e-07
636	0.10318415	7.116789963234595e-08
637	0.10358613	1.0969866297626251e-07
638	0.10387481999999999	1.4916563533572455e-07
639	0.10122933	8.022003994728411e-09
640	0.10136923	9.418884634413558e-09
641	0.10398445	1.675044128670072e-07
642	0.1023853	2.9628015141604414e-08
643	0.10286358	5.0199473784649375e-08
644	0.10305697	6.199100165889183e-08
645	0.1043489	2.455485525313037e-07
646	0.10257325	3.64834562243374e-08
647	0.10283245	4.8517411515508936e-08
648	0.10377707	1.3446724382487239e-07
649	0.10432146	2.386162563706693e-07
650	0.10413142	1.9554777869256322e-07
651	0.10268577	4.130107037814447e-08
652	0.10271476	4.263918716107248e-08
653	0.10470878	3.5662118972830307e-07
654	0.10342149	9.194478012891042e-08
655	0.10127004	8.406196811420745e-09
656	0.10425117	2.2171192536162265e-07
657	0.10364178	1.164196963248764e-07
658	0.10411173	1.91542490328757e-07
659	0.10311276	6.586564529559192e-08
660	0.09980675	1.5105878752660537e-09
661	0.10209482	2.142742656335896e-08
662	0.10358716999999999	1.0982074476623193e-07
663	0.10148451	1.074561820315526e-08
664	0.10116918	7.485486871591258e-09
665	0.1039247	1.572544685640229e-07
666	0.10562671	9.052002206379402e-07
667	0.10213447	2.2400268715812295e-08
668	0.1024101	3.045509242573875e-08
669	0.10306784	6.27281419598842e-08
670	0.10336688	8.669726158301196e-08
671	0.10216992	2.330634520434563e-08
672	0.10330965	8.151011497420463e-08
673	0.10446455	2.769696000518699e-07
674	0.10244821999999999	3.1770335205366106e-08
675	0.10333489	8.375955462381283e-08
676	0.10290992	5.2808765804664685e-08
677	0.10245204	3.190513981905707e-08
678	0.1030049	5.857499263046865e-08
679	0.10101575	6.2704146058348955e-09
680	0.10212749	2.2225947697895118e-08
681	0.10219265	2.3905961568386146e-08
682	0.10154688	1.1537568394777756e-08
683	0.10321574	7.364428335341927e-08
684	0.10134977	9.211261791469215e-09
685	0.10551393	8.085902782006061e-07
686	0.10112856	7.143125925395135e-09
687	0.10300865	5.88147730756976e-08
688	0.10368263999999999	1.216070134245703e-07
689	0.1027042	4.2146952850894304e-08
690	0.10273504	4.360021406908222e-08
691	0.10210189	2.159782955404254e-08
692	0.10155803	1.1685014547953496e-08
693	0.10156725	1.1808323364115735e-08
694	0.1019746	1.8722373617788116e-08
695	0.10472163	3.6137492598675054e-07
696	0.10427112	2.2638815513114233e-07
697	0.10219451	2.3955687171631178e-08
698	0.10319355	7.189620403821258e-08
699	0.10393069	1.5825397148217828e-07
700	0.10269589	4.176348473923665e-08
701	0.10259393	3.732586993468921e-08
702	0.10332675	8.302759915448237e-08
703	0.10262575	3.865912517973906e-08
704	0.1024191	3.076075825944574e-08
705	0.10383259	1.426339216619519e-07
706	0.10236142	2.8852282294001476e-08
707	0.10178349	1.509222334557711e-08
708	0.10347923	9.782799832880368e-08
709	0.10192272	1.7660490479944027e-08
710	0.10359826	1.1113078126591844e-07
711	0.10398566	1.6771853103094456e-07
712	0.10107746	6.7340548050780454e-09
713	0.10160345999999999	1.2304976197760952e-08
714	0.10331	8.154090302592964e-08
715	0.10165438	1.3037952633153394e-08
716	0.1005943	3.839084496726097e-09
717	0.10096126	5.887002807590044e-09
718	0.10287383	5.076561302771022e-08
719	0.10308658	6.401901255891803e-08
720	0.10352386	1.0262407479857975e-07
721	0.10503637	4.989293436404076e-07
722	0.10566079	9.365230618131322e-07
723	0.10258371	3.690721512862614e-08
724	0.10138284	9.566794682559674e-09
725	0.10103049	6.378246087217174e-09
726	0.10304234	6.10121467124188e-08
727	0.10286474	5.026323509693152e-08
728	0.10164204	1.2856513362955217e-08
729	0.10351988	1.0218727251538196e-07
730	0.10267472	4.080184375479842e-08
731	0.10232143	2.7597238516394588e-08
732	0.10513838	5.535026865728071e-07
733	0.10414619	1.9860538892465372e-07
734	0.10257045	3.637082653540752e-08
735	0.10200102	1.9286763088689018e-08
736	0.10151972	1.1185949994720398e-08
737	0.10308827	6.413668494206738e-08
738	0.10401951	1.7381718764620918e-07
739	0.10372658	1.27435380862924e-07
740	0.10296009	5.57822153693923e-08
741	0.10205726	2.054385020983751e-08
742	0.10273853	4.376770690435806e-08
743	0.10274848	4.4248668933569024e-08
744	0.10409925	1.8904511503229973e-07
745	0.10484479	4.101574923644336e-07
746	0.1026097	3.798094752831694e-08
